rep,r,rho,lambda,init,iter,delta_r,delta_c,delta
45,40,0.3,0.1,identity,18,5.635284679077006e-14,2.4786211639491508e-14,4.056952921513079e-14
45,40,0.3,0.1,identity,19,1.0647321880633326e-14,4.7666823047880796e-15,7.707002092710702e-15
45,40,0.3,0.1,identity,20,2.106262449657196e-15,9.994471617679726e-16,1.5528548057125843e-15
46,40,0.3,0.1,identity,1,0.47514683995400986,0.3954923017509359,0.43531957085247286
46,40,0.3,0.1,identity,2,0.08914874718595663,0.03167589089348331,0.06041231903971997
46,40,0.3,0.1,identity,3,0.009865933722494202,0.004448632397256847,0.007157283059875525
46,40,0.3,0.1,identity,4,0.0014092833610434756,0.0006522119911068281,0.0010307476760751519
46,40,0.3,0.1,identity,5,0.00022237083095096103,0.00010238211932575751,0.00016237647513835926
46,40,0.3,0.1,identity,6,3.6986118581679965e-05,1.684431496178578e-05,2.6915216771732873e-05
46,40,0.3,0.1,identity,7,6.360534311898058e-06,2.8638179408878314e-06,4.612176126392945e-06
46,40,0.3,0.1,identity,8,1.1196018514951696e-06,4.987928636281622e-07,8.091973575616659e-07
46,40,0.3,0.1,identity,9,2.0048861228947977e-07,8.849150912354713e-08,1.4449006070651346e-07
46,40,0.3,0.1,identity,10,3.6375497106416266e-08,1.5928279512560212e-08,2.615188830948824e-08
46,40,0.3,0.1,identity,11,6.667886325605995e-09,2.900493621128985e-09,4.78418997336749e-09
46,40,0.3,0.1,identity,12,1.2323473372610705e-09,5.331778075865374e-10,8.827625724238039e-10
46,40,0.3,0.1,identity,13,2.2928591799271587e-10,9.877494698220352e-11,1.640304324874597e-10
46,40,0.3,0.1,identity,14,4.289559777477067e-11,1.8417472587662812e-11,3.065653518121674e-11
46,40,0.3,0.1,identity,15,8.0621388714438e-12,3.452782544647045e-12,5.757460708045423e-12
46,40,0.3,0.1,identity,16,1.5211009836583709e-12,6.502388855102024e-13,1.0856699345842866e-12
46,40,0.3,0.1,identity,17,2.8797649664013276e-13,1.2293550108942643e-13,2.054559988647796e-13
46,40,0.3,0.1,identity,18,5.4662245809644503e-14,2.327812421152473e-14,3.8970185010584615e-14
46,40,0.3,0.1,identity,19,1.043500176559895e-14,4.484679253287098e-15,7.459840509443024e-15
46,40,0.3,0.1,identity,20,2.0180668584488757e-15,1.0026850355672963e-15,1.510375947008086e-15
47,40,0.3,0.1,identity,1,0.47233180188854806,0.3988334288149135,0.4355826153517308
47,40,0.3,0.1,identity,2,0.08914962279585929,0.0324370959504587,0.060793359373158995
47,40,0.3,0.1,identity,3,0.010312533431217819,0.004552364113501101,0.00743244877235946
47,40,0.3,0.1,identity,4,0.00152786927628224,0.0006859639277178191,0.0011069166020000296
47,40,0.3,0.1,identity,5,0.00024925657093632014,0.00011190536732796678,0.00018058096913214347
47,40,0.3,0.1,identity,6,4.273323457968304e-05,1.9162174392726507e-05,3.094770448620478e-05
47,40,0.3,0.1,identity,7,7.546861449374805e-06,3.3815257640944772e-06,5.464193606734641e-06
47,40,0.3,0.1,identity,8,1.3589848194076337e-06,6.086864509787015e-07,9.838356351931676e-07
47,40,0.3,0.1,identity,9,2.4807811458357025e-07,1.1109258583102309e-07,1.7958535020729668e-07
47,40,0.3,0.1,identity,10,4.574577375176661e-08,2.0483002726273144e-08,3.311438823901988e-08
47,40,0.3,0.1,identity,11,8.501891304247899e-09,3.8062596952313314e-09,6.154075499739615e-09
47,40,0.3,0.1,identity,12,1.5900811515485465e-09,7.117325127782499e-10,1.150906832163398e-09
47,40,0.3,0.1,identity,13,2.989491505372013e-10,1.3377434906016316e-10,2.1636174979868224e-10
47,40,0.3,0.1,identity,14,5.6455990904849056e-11,2.5253547295182357e-11,4.0854769100015707e-11
47,40,0.3,0.1,identity,15,1.0702885648592363e-11,4.785248290068134e-12,7.744066969330249e-12
47,40,0.3,0.1,identity,16,2.035883334931053e-12,9.098066218068334e-13,1.4728449783689433e-12
47,40,0.3,0.1,identity,17,3.8847373155506965e-13,1.733711473653401e-13,2.8092243946020487e-13
47,40,0.3,0.1,identity,18,7.430758194988324e-14,3.316597431860001e-14,5.373677813424163e-14
47,40,0.3,0.1,identity,19,1.4278246552433865e-14,6.4646745903376555e-15,1.037146057138576e-14
47,40,0.3,0.1,identity,20,2.811747586198165e-15,1.3203582461361344e-15,2.0660529161671497e-15
48,40,0.3,0.1,identity,1,0.48597001569941917,0.3971080895969195,0.44153905264816934
48,40,0.3,0.1,identity,2,0.08909851776439673,0.034476955161026376,0.06178773646271155
48,40,0.3,0.1,identity,3,0.010718129906918937,0.004873990792049279,0.007796060349484109
48,40,0.3,0.1,identity,4,0.0016126604002150548,0.0007311804366641647,0.0011719204184396097
48,40,0.3,0.1,identity,5,0.0002619060558424487,0.00011688077181908182,0.00018939341383076525
48,40,0.3,0.1,identity,6,4.406655024183616e-05,1.9402154716764382e-05,3.173435247930027e-05
48,40,0.3,0.1,identity,7,7.56836801886995e-06,3.2991874183783743e-06,5.433777718624163e-06
48,40,0.3,0.1,identity,8,1.3184258525942048e-06,5.706389386198807e-07,9.445323956070428e-07
48,40,0.3,0.1,identity,9,2.3219040190835172e-07,9.99987532983743e-08,1.6609457760336302e-07
48,40,0.3,0.1,identity,10,4.125814927578054e-08,1.7710492030731638e-08,2.9484320653256092e-08
48,40,0.3,0.1,identity,11,7.3870090659520845e-09,3.1646731111034403e-09,5.275841088527762e-09
48,40,0.3,0.1,identity,12,1.3313382073406344e-09,5.698223745655403e-10,9.505802909530873e-10
48,40,0.3,0.1,identity,13,2.413399382586156e-10,1.0328359645087662e-10,1.7231176735474612e-10
48,40,0.3,0.1,identity,14,4.397581202166038e-11,1.883023866033326e-11,3.1403025340996824e-11
48,40,0.3,0.1,identity,15,8.05029209807528e-12,3.4505547907005585e-12,5.750423444387919e-12
48,40,0.3,0.1,identity,16,1.4798909273746485e-12,6.354561230453572e-13,1.0576735252100028e-12
48,40,0.3,0.1,identity,17,2.7303928159649225e-13,1.1736190801848578e-13,1.9520059480748903e-13
48,40,0.3,0.1,identity,18,5.055375478415886e-14,2.1700735421326878e-14,3.612724510274287e-14
48,40,0.3,0.1,identity,19,9.442240539220927e-15,4.323713651030216e-15,6.882977095125572e-15
48,40,0.3,0.1,identity,20,1.8264454981598856e-15,9.210879193280632e-16,1.3737667087439745e-15
49,40,0.3,0.1,identity,1,0.47920914229520606,0.4020217217067714,0.44061543200098874
49,40,0.3,0.1,identity,2,0.09063624195482248,0.032111058029775104,0.06137364999229879
49,40,0.3,0.1,identity,3,0.010509839560024105,0.0045918938335432705,0.007550866696783688
49,40,0.3,0.1,identity,4,0.0015509289303365836,0.0006955717575036394,0.0011232503439201115
49,40,0.3,0.1,identity,5,0.0002512292289415698,0.00011296580471044077,0.0001820975168260053
49,40,0.3,0.1,identity,6,4.2771308746369516e-05,1.921549286252015e-05,3.099340080444483e-05
49,40,0.3,0.1,identity,7,7.5149883205531795e-06,3.373561206279251e-06,5.444274763416215e-06
49,40,0.3,0.1,identity,8,1.3502662184445007e-06,6.060916676050658e-07,9.781789430247833e-07
49,40,0.3,0.1,identity,9,2.4680243565691095e-07,1.1083405474661617e-07,1.7881824520176356e-07
49,40,0.3,0.1,identity,10,4.573371669234518e-08,2.055433545394472e-08,3.314402607314495e-08
49,40,0.3,0.1,identity,11,8.57032821789721e-09,3.855307502439561e-09,6.2128178601683855e-09
49,40,0.3,0.1,identity,12,1.6209752608645883e-09,7.298512143533227e-10,1.1754132376089556e-09
49,40,0.3,0.1,identity,13,3.0893752583137463e-10,1.3922204538442435e-10,2.240797856078995e-10
49,40,0.3,0.1,identity,14,5.925124425386731e-11,2.6723831881830627e-11,4.298753806784897e-11
49,40,0.3,0.1,identity,15,1.142280693501409e-11,5.156066908247594e-12,8.289436921630842e-12
49,40,0.3,0.1,identity,16,2.21159013515994e-12,9.991514712785408e-13,1.6053708032192404e-12
49,40,0.3,0.1,identity,17,4.2975315317541204e-13,1.9432692922464758e-13,3.120400412000298e-13
49,40,0.3,0.1,identity,18,8.369499835232452e-14,3.785714763334559e-14,6.077607299283506e-14
49,40,0.3,0.1,identity,19,1.633429335165037e-14,7.47171838601181e-15,1.190300586883109e-14
49,40,0.3,0.1,identity,20,3.249004763497964e-15,1.5397578451097276e-15,2.394381304303846e-15
0,40,0.3,0.1,random,1,0.6219759009968949,0.8372053073565097,0.7295906041767023
0,40,0.3,0.1,random,2,0.11957646370643184,0.042259180408117894,0.08091782205727487
0,40,0.3,0.1,random,3,0.01447065587103817,0.006091938442982936,0.010281297157010552
0,40,0.3,0.1,random,4,0.0021278532946068913,0.0009282501348775736,0.0015280517147422323
0,40,0.3,0.1,random,5,0.0003410720478520758,0.00015001704982113242,0.0002455445488366041
0,40,0.3,0.1,random,6,5.7342354450735894e-05,2.526293317052327e-05,4.130264381062958e-05
0,40,0.3,0.1,random,7,9.929701596648169e-06,4.371851073129248e-06,7.150776334888708e-06
0,40,0.3,0.1,random,8,1.7539939667826195e-06,7.710667105214505e-07,1.2625303386520349e-06
0,40,0.3,0.1,random,9,3.1429196646865584e-07,1.3792132134176933e-07,2.2610664390521257e-07
0,40,0.3,0.1,random,10,5.693462494991596e-08,2.4943384763961727e-08,4.093900485693884e-08
0,40,0.3,0.1,random,11,1.0404185677849413e-08,4.551803894230933e-09,7.477994786040173e-09
0,40,0.3,0.1,random,12,1.9150658675146756e-09,8.369433809170452e-10,1.3760046242158603e-09
0,40,0.3,0.1,random,13,3.54684906137758e-10,1.5489337251882562e-10,2.547891393282918e-10
0,40,0.3,0.1,random,14,6.604508587424279e-11,2.8829458659965124e-11,4.7437272267103956e-11
0,40,0.3,0.1,random,15,1.235680319401022e-11,5.392900908825654e-12,8.874852051417936e-12
0,40,0.3,0.1,random,16,2.32179441645524e-12,1.0133398464022483e-12,1.6675671314287442e-12
0,40,0.3,0.1,random,17,4.3791327647801163e-13,1.9112095667729427e-13,3.1451711657765297e-13
0,40,0.3,0.1,random,18,8.292906768084966e-14,3.62469365575941e-14,5.958800211922188e-14
0,40,0.3,0.1,random,19,1.5757458586526364e-14,6.83037040644384e-15,1.1293914496485101e-14
0,40,0.3,0.1,random,20,3.0163979356482747e-15,1.4043342368660646e-15,2.2103660862571697e-15
1,40,0.3,0.1,random,1,0.6050735146506161,0.8401764242428633,0.7226249694467397
1,40,0.3,0.1,random,2,0.12433015722220445,0.04442166653773508,0.08437591187996976
1,40,0.3,0.1,random,3,0.013711067018671991,0.0058678001459796045,0.009789433582325799
1,40,0.3,0.1,random,4,0.0018579260661321653,0.0008175855446917553,0.0013377558054119601
1,40,0.3,0.1,random,5,0.0002776239561028908,0.00012285640151460245,0.00020024017880874664
1,40,0.3,0.1,random,6,4.394412071400964e-05,1.9462843636882122e-05,3.170348217544588e-05
1,40,0.3,0.1,random,7,7.224121970619343e-06,3.196246297577307e-06,5.210184134098325e-06
1,40,0.3,0.1,random,8,1.2192715778062907e-06,5.385470123767766e-07,8.789092950915337e-07
1,40,0.3,0.1,random,9,2.0975529070914287e-07,9.250092693989157e-08,1.5112810882451722e-07
1,40,0.3,0.1,random,10,3.6609959390258266e-08,1.612705325363798e-08,2.6368506321948122e-08
1,40,0.3,0.1,random,11,6.462708974275883e-09,2.8455620683047655e-09,4.654135521290324e-09
1,40,0.3,0.1,random,12,1.1514171584258589e-09,5.070563073927874e-10,8.292367329093231e-10
1,40,0.3,0.1,random,13,2.0672312224826825e-10,9.110004927716497e-11,1.489115857627166e-10
1,40,0.3,0.1,random,14,3.735829135747997e-11,1.648202309243173e-11,2.692015722495585e-11
1,40,0.3,0.1,random,15,6.7895118148097965e-12,2.9997890227191693e-12,4.894650418764483e-12
1,40,0.3,0.1,random,16,1.2400868174853606e-12,5.487838818307483e-13,8.944353496580544e-13
1,40,0.3,0.1,random,17,2.274803856647128e-13,1.008719122400344e-13,1.641761489523736e-13
1,40,0.3,0.1,random,18,4.188284211183839e-14,1.859013315404929e-14,3.0236487632943835e-14
1,40,0.3,0.1,random,19,7.830337132600698e-15,3.5698926488779854e-15,5.700114890739342e-15
1,40,0.3,0.1,random,20,1.4679253922870922e-15,7.885661724576495e-16,1.1282457823723709e-15
2,40,0.3,0.1,random,1,0.6277877702657713,0.8356091496887305,0.7316984599772509
2,40,0.3,0.1,random,2,0.11577209930321013,0.040806525605067395,0.07828931245413875
2,40,0.3,0.1,random,3,0.013687527922451615,0.005698442614655015,0.009692985268553314
2,40,0.3,0.1,random,4,0.0020447631390800424,0.0008677818366060825,0.0014562724878430624
2,40,0.3,0.1,random,5,0.0003329725644144596,0.00014139923588597208,0.00023718590015021587
2,40,0.3,0.1,random,6,5.6682427777724265e-05,2.4055164315564453e-05,4.036879604664436e-05
2,40,0.3,0.1,random,7,9.928521366954965e-06,4.2127728853010045e-06,7.070647126127985e-06
2,40,0.3,0.1,random,8,1.7756446636204983e-06,7.535290706882725e-07,1.2645868671543853e-06
2,40,0.3,0.1,random,9,3.227347288660126e-07,1.3698837021349476e-07,2.2986154953975367e-07
2,40,0.3,0.1,random,10,5.942367398994425e-08,2.5227246295910947e-08,4.2325460142927596e-08
2,40,0.3,0.1,random,11,1.1057244496417052e-08,4.694508385582409e-09,7.87587644099973e-09
2,40,0.3,0.1,random,12,2.075279240513096e-09,8.810800234247439e-10,1.47817963196892e-09
2,40,0.3,0.1,random,13,3.922599824041508e-10,1.6652583273597926e-10,2.79392907570065e-10
2,40,0.3,0.1,random,14,7.457394313362056e-11,3.165545849392947e-11,5.311470081377502e-11
2,40,0.3,0.1,random,15,1.424497936257311e-11,6.046026215940514e-12,1.0145502789256813e-11
2,40,0.3,0.1,random,16,2.7316052349568384e-12,1.159224597275013e-12,1.945414916115926e-12
2,40,0.3,0.1,random,17,5.255257209076715e-13,2.2307696351659057e-13,3.7430134221213104e-13
2,40,0.3,0.1,random,18,1.0136701511532272e-13,4.296477661518854e-14,7.216589586525563e-14
2,40,0.3,0.1,random,19,1.9609459706744354e-14,8.400567283504027e-15,1.400501349512419e-14
2,40,0.3,0.1,random,20,3.851029682697149e-15,1.6702639064445606e-15,2.760646794570855e-15
3,40,0.3,0.1,random,1,0.62696623916575,0.8357181800283277,0.7313422095970388
3,40,0.3,0.1,random,2,0.12000439656232467,0.04468125961021246,0.08234282808626857
3,40,0.3,0.1,random,3,0.014712570612973206,0.006285270334504302,0.010498920473738755
3,40,0.3,0.1,random,4,0.00221250760177868,0.0009682016059880812,0.0015903546038833808
3,40,0.3,0.1,random,5,0.00036083845418638153,0.00015901523493902766,0.0002599268445627046
3,40,0.3,0.1,random,6,6.158400884757396e-05,2.7255609797738772e-05,4.441980932265637e-05
3,40,0.3,0.1,random,7,1.0828634998642957e-05,4.80718521825216e-06,7.817910108447559e-06
3,40,0.3,0.1,random,8,1.9443756392778876e-06,8.649863295657948e-07,1.4046809844218412e-06
3,40,0.3,0.1,random,9,3.544839093396728e-07,1.5791669997988156e-07,2.5620030465977717e-07
3,40,0.3,0.1,random,10,6.536203740115138e-08,2.91444045906413e-08,4.725322099589634e-08
3,40,0.3,0.1,random,11,1.2155828430128955e-08,5.423633514017254e-09,8.789730972073104e-09
3,40,0.3,0.1,random,12,2.275813162977497e-09,1.015905620191752e-09,1.6458593915846244e-09
3,40,0.3,0.1,random,13,4.283324530863887e-10,1.9128452902547663e-10,3.098084910559327e-10
3,40,0.3,0.1,random,14,8.096171134125571e-11,3.617035665878999e-11,5.856603400002285e-11
3,40,0.3,0.1,random,15,1.5357106542515897e-11,6.863703273564025e-12,1.1110404908039962e-11
3,40,0.3,0.1,random,16,2.9216118979622333e-12,1.3063983145510575e-12,2.1140051062566453e-12
3,40,0.3,0.1,random,17,5.571954566646971e-13,2.4929418198077503e-13,4.0324481932273605e-13
3,40,0.3,0.1,random,18,1.0654386532635844e-13,4.764960074414527e-14,7.709673303525185e-14
3,40,0.3,0.1,random,19,2.045079052727203e-14,9.179540323072008e-15,1.4815165425172018e-14
3,40,0.3,0.1,random,20,3.9173075688978795e-15,1.881553078121411e-15,2.899430323509645e-15
4,40,0.3,0.1,random,1,0.6305664503721646,0.8368316233463886,0.7336990368592766
4,40,0.3,0.1,random,2,0.11817704255578862,0.04208945449507323,0.08013324852543093
4,40,0.3,0.1,random,3,0.01351761179269825,0.005724217056713185,0.009620914424705716
4,40,0.3,0.1,random,4,0.001910474373326708,0.0008402444194690618,0.0013753593963978848
4,40,0.3,0.1,random,5,0.00029545590747593004,0.0001310346611688855,0.00021324528432240778
4,40,0.3,0.1,random,6,4.8006773173701306e-05,2.1311829950874095e-05,3.46593015622877e-05
4,40,0.3,0.1,random,7,8.049194468667237e-06,3.5681106987118205e-06,5.808652583689529e-06
4,40,0.3,0.1,random,8,1.3789937136826694e-06,6.099358288065692e-07,9.944647712446193e-07
4,40,0.3,0.1,random,9,2.3994678725353625e-07,1.0589080550655332e-07,1.729187963800448e-07
4,40,0.3,0.1,random,10,4.2240551562441014e-08,1.860460550494844e-08,3.0422578533694726e-08
4,40,0.3,0.1,random,11,7.50402172668369e-09,3.2999582964767236e-09,5.401990011580206e-09
4,40,0.3,0.1,random,12,1.342920304523915e-09,5.898852646561343e-10,9.664027845900247e-10
4,40,0.3,0.1,random,13,2.418035536607309e-10,1.0613163196625102e-10,1.7396759281349095e-10
4,40,0.3,0.1,random,14,4.3766047039315824e-11,1.9200963220519378e-11,3.14835051299176e-11
4,40,0.3,0.1,random,15,7.957489942112262e-12,3.4903918480031944e-12,5.723940895057728e-12
4,40,0.3,0.1,random,16,1.452575943793588e-12,6.370002423545668e-13,1.0447880930740775e-12
4,40,0.3,0.1,random,17,2.6606938160822897e-13,1.1675543708394243e-13,1.914124093460857e-13
4,40,0.3,0.1,random,18,4.894277728945219e-14,2.157959549281342e-14,3.5261186391132806e-14
4,40,0.3,0.1,random,19,8.993391103380337e-15,3.921070534229966e-15,6.457230818805152e-15
4,40,0.3,0.1,random,20,1.735494318566685e-15,9.863476566252998e-16,1.3609209875959924e-15
5,40,0.3,0.1,random,1,0.6250284999097503,0.8366800302580457,0.7308542650838981
5,40,0.3,0.1,random,2,0.11836313364975053,0.041634564359318005,0.07999884900453427
5,40,0.3,0.1,random,3,0.01344158628707715,0.005713821680254798,0.009577703983665975
5,40,0.3,0.1,random,4,0.001891266152021852,0.0008325909909844934,0.0013619285715031728
5,40,0.3,0.1,random,5,0.0002917442221537711,0.00012947414012513423,0.00021060918113945267
5,40,0.3,0.1,random,6,4.7399701088011327e-05,2.1102119676688104e-05,3.425091038234971e-05
5,40,0.3,0.1,random,7,7.978039440115987e-06,3.5576303779475923e-06,5.7678349090317895e-06
5,40,0.3,0.1,random,8,1.3791349887703323e-06,6.154216019221185e-07,9.972782953462255e-07
5,40,0.3,0.1,random,9,2.435245171042156e-07,1.0865554453756101e-07,1.760900308208883e-07
5,40,0.3,0.1,random,10,4.375250318403513e-08,1.9504910993159137e-08,3.162870708859713e-08
5,40,0.3,0.1,random,11,7.973596554973454e-09,3.5495751451891607e-09,5.761585850081307e-09
5,40,0.3,0.1,random,12,1.4702909609072697e-09,6.533155736643984e-10,1.061803267285834e-09
5,40,0.3,0.1,random,13,2.7373939493000426e-10,1.2137717519257794e-10,1.9755828506129108e-10
5,40,0.3,0.1,random,14,5.1368198386225485e-11,2.272545385534376e-11,3.704682612078462e-11
5,40,0.3,0.1,random,15,9.701545403677446e-12,4.2821428819055136e-12,6.9918441427914794e-12
5,40,0.3,0.1,random,16,1.8418222202467605e-12,8.11194845413079e-13,1.3265085328299197e-12
5,40,0.3,0.1,random,17,3.5118794459445454e-13,1.543522553126757e-13,2.527700999535651e-13
5,40,0.3,0.1,random,18,6.719462374334485e-14,2.94710457945082e-14,4.8332834768926524e-14
5,40,0.3,0.1,random,19,1.2972147252862655e-14,5.707342614707713e-15,9.339744933785185e-15
5,40,0.3,0.1,random,20,2.5038354462782013e-15,1.1371006041285153e-15,1.8204680252033582e-15
6,40,0.3,0.1,random,1,0.6286890137926213,0.8374913927971518,0.7330902032948865
6,40,0.3,0.1,random,2,0.12689540500374186,0.043439847859935724,0.08516762643183878
6,40,0.3,0.1,random,3,0.014517050867125111,0.006033773629810041,0.010275412248467576
6,40,0.3,0.1,random,4,0.002060174562813313,0.0008790004779514462,0.0014695875203823796
6,40,0.3,0.1,random,5,0.00032051891119122116,0.0001376178792414596,0.00022906839521634036
6,40,0.3,0.1,random,6,5.253693825823834e-05,2.2686132570796584e-05,3.7611535414517467e-05
6,40,0.3,0.1,random,7,8.915585272860267e-06,3.873494140005006e-06,6.394539706432637e-06
6,40,0.3,0.1,random,8,1.5508756763495674e-06,6.77820941691453e-07,1.1143483090205103e-06
6,40,0.3,0.1,random,9,2.7471472295421123e-07,1.2071866904503407e-07,1.9771669599962265e-07
6,40,0.3,0.1,random,10,4.9323370640601724e-08,2.177797344793258e-08,3.555067204426715e-08
6,40,0.3,0.1,random,11,8.946318564561376e-09,3.966454472009306e-09,6.456386518285341e-09
6,40,0.3,0.1,random,12,1.6353438336182218e-09,7.276260273579556e-10,1.1814849304880887e-09
6,40,0.3,0.1,random,13,3.0073376225611476e-10,1.3421574617948895e-10,2.1747475421780184e-10
6,40,0.3,0.1,random,14,5.556493266758917e-11,2.4863176755957564e-11,4.0214054711773366e-11
6,40,0.3,0.1,random,15,1.0305023166438057e-11,4.621586310154864e-12,7.46330473829646e-12
6,40,0.3,0.1,random,16,1.9169511514603253e-12,8.613667638079485e-13,1.3891589576341368e-12
6,40,0.3,0.1,random,17,3.574892921130247e-13,1.6086514792671956e-13,2.591772200198721e-13
6,40,0.3,0.1,random,18,6.676373984878207e-14,3.0257665914667236e-14,4.851070288172465e-14
6,40,0.3,0.1,random,19,1.2589343333883052e-14,5.668295019162762e-15,9.128819176522907e-15
6,40,0.3,0.1,random,20,2.3564657954698122e-15,1.1993016315597014e-15,1.777883713514757e-15
7,40,0.3,0.1,random,1,0.616782341175568,0.83664124866313,0.726711794919349
7,40,0.3,0.1,random,2,0.11265128933976326,0.03887856305342486,0.07576492619659406
7,40,0.3,0.1,random,3,0.012593715755444147,0.005330195767334535,0.008961955761389341
7,40,0.3,0.1,random,4,0.001829472332309367,0.0008027512367261774,0.0013161117845177722
7,40,0.3,0.1,random,5,0.00029377006118603947,0.00013004470177834483,0.00021190738148219214
7,40,0.3,0.1,random,6,4.971811198567167e-05,2.203126931682392e-05,3.58746906512478e-05
7,40,0.3,0.1,random,7,8.695637056712952e-06,3.8429987325096e-06,6.269317894611276e-06
7,40,0.3,0.1,random,8,1.555650127279222e-06,6.845360868182636e-07,1.120093107048743e-06
7,40,0.3,0.1,random,9,2.829804854342414e-07,1.2392132148161871e-07,2.0345090345793008e-07
7,40,0.3,0.1,random,10,5.214651853136158e-08,2.2730234204785307e-08,3.7438376368073444e-08
7,40,0.3,0.1,random,11,9.71078315073548e-09,4.215559903698961e-09,6.963171527217221e-09
7,40,0.3,0.1,random,12,1.824290573476018e-09,7.892444108117005e-10,1.3067674921438592e-09
7,40,0.3,0.1,random,13,3.4528961200116794e-10,1.4897748216373897e-10,2.471335470824535e-10
7,40,0.3,0.1,random,14,6.577770268691414e-11,2.8321834697375664e-11,4.7049768692144906e-11
7,40,0.3,0.1,random,15,1.260130062641805e-11,5.417726335655526e-12,9.009513481036788e-12
7,40,0.3,0.1,random,16,2.425902578688208e-12,1.041941130180205e-12,1.7339218544342065e-12
7,40,0.3,0.1,random,17,4.690478433880285e-13,2.0129464352081614e-13,3.351712434544223e-13
7,40,0.3,0.1,random,18,9.101012360469778e-14,3.9137970428825934e-14,6.507404701676186e-14
7,40,0.3,0.1,random,19,1.7713521372719825e-14,7.582020576858478e-15,1.2647770974789152e-14
7,40,0.3,0.1,random,20,3.5384224478596917e-15,1.6098470693593172e-15,2.5741347586095047e-15
8,40,0.3,0.1,random,1,0.6205866749943795,0.8342212120803386,0.727403943537359
8,40,0.3,0.1,random,2,0.11970977956374045,0.04166959081514628,0.08068968518944336
8,40,0.3,0.1,random,3,0.015032960886030646,0.00607597641923536,0.010554468652633004
8,40,0.3,0.1,random,4,0.0022884076776190625,0.0009758430759271694,0.001632125376773116
8,40,0.3,0.1,random,5,0.0003791582202314116,0.00016598824854391892,0.0002725732343876653
8,40,0.3,0.1,random,6,6.57989200726391e-05,2.9261574363491304e-05,4.75302472180652e-05
8,40,0.3,0.1,random,7,1.174150087438485e-05,5.2753151244171675e-06,8.508407999401009e-06
8,40,0.3,0.1,random,8,2.1335151205535714e-06,9.65306873935296e-07,1.5494109972444337e-06
8,40,0.3,0.1,random,9,3.925618651054615e-07,1.784957064953388e-07,2.8552878580040016e-07
8,40,0.3,0.1,random,10,7.289128739523851e-08,3.326115917148383e-08,5.307622328336117e-08
8,40,0.3,0.1,random,11,1.3628102100855129e-08,6.234553586308674e-09,9.931327843581901e-09
8,40,0.3,0.1,random,12,2.561717304288686e-09,1.1740520752792584e-09,1.8678846897839722e-09
8,40,0.3,0.1,random,13,4.836113022959274e-10,2.2191789976748234e-10,3.527646010317049e-10
8,40,0.3,0.1,random,14,9.16195182068869e-11,4.207558160862628e-11,6.68475499077566e-11
8,40,0.3,0.1,random,15,1.7407803649576223e-11,7.998025064838171e-12,1.2702914357207198e-11
8,40,0.3,0.1,random,16,3.31564640251423e-12,1.52362106014599e-12,2.41963373133011e-12
8,40,0.3,0.1,random,17,6.328400463538557e-13,2.907523459066281e-13,4.617961961302419e-13
8,40,0.3,0.1,random,18,1.2099442384986004e-13,5.562874093734143e-14,8.831158239360073e-14
8,40,0.3,0.1,random,19,2.3227021824697448e-14,1.0650282885059248e-14,1.6938652354878347e-14
8,40,0.3,0.1,random,20,4.477358283555782e-15,2.1002987493051102e-15,3.288828516430446e-15
9,40,0.3,0.1,random,1,0.6341221747602392,0.8313009973380673,0.7327115860491533
9,40,0.3,0.1,random,2,0.11623643178522643,0.04251578579300394,0.07937610878911519
9,40,0.3,0.1,random,3,0.01353750155096196,0.0058811945373052265,0.009709348044133594
9,40,0.3,0.1,random,4,0.001980770013117141,0.0008837831919956368,0.0014322766025563888
9,40,0.3,0.1,random,5,0.000316739453203405,0.0001416956547503167,0.00022921755397686084
9,40,0.3,0.1,random,6,5.298634228179585e-05,2.3679202287849365e-05,3.8332772284822604e-05
9,40,0.3,0.1,random,7,9.105168204715242e-06,4.062941687361135e-06,6.5840549460381885e-06
9,40,0.3,0.1,random,8,1.5926700259881656e-06,7.096814169662267e-07,1.1511757214771961e-06
9,40,0.3,0.1,random,9,2.8217176120490206e-07,1.2556920697805657e-07,2.0387048409147931e-07
9,40,0.3,0.1,random,10,5.04867186688854e-08,2.243857023494262e-08,3.646264445191401e-08
9,40,0.3,0.1,random,11,9.105686554067132e-09,4.041730949020113e-09,6.573708751543622e-09
9,40,0.3,0.1,random,12,1.6533966896523792e-09,7.328928008347082e-10,1.1931447452435437e-09
9,40,0.3,0.1,random,13,3.0198083994716187e-10,1.3366546035722677e-10,2.178231501521943e-10
9,40,0.3,0.1,random,14,5.543996432776842e-11,2.4502447250071256e-11,3.9971205788919835e-11
9,40,0.3,0.1,random,15,1.0225229050458296e-11,4.512135515315507e-12,7.368682282886901e-12
9,40,0.3,0.1,random,16,1.893792174871951e-12,8.343952558395093e-13,1.3640937153557302e-12
9,40,0.3,0.1,random,17,3.521064583310572e-13,1.548371264616657e-13,2.5347179239636144e-13
9,40,0.3,0.1,random,18,6.565322513235065e-14,2.8844524909860505e-14,4.724887502110558e-14
9,40,0.3,0.1,random,19,1.2350655018095005e-14,5.478938391973662e-15,8.914796705034333e-15
9,40,0.3,0.1,random,20,2.3536097307892605e-15,1.1608603293743767e-15,1.7572350300818185e-15
10,40,0.3,0.1,random,1,0.6372576497900567,0.8338230249900983,0.7355403373900775
10,40,0.3,0.1,random,2,0.1230328490672591,0.04444712524372722,0.08373998715549316
